id;latitude;longitude;genera_plant;genera_plan_ver;sp_plant;author_plant;sp_plant_ver;author_plant_ver;subfamily;genera_floralvisitor;genera_floralvisitor_ver;sp_floralvisitor;author_floralvisitor;sp_floralvisitor_ver;author_floralvisitor_ver;pollinator_group;bodypolendeposition;behaviour;relativefrequency
495;-23.17;-44.92;Manettia;Manettia;gracilis;Cham. & Schltdl.;gracilis;Cham. & Schltdl.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;1
496;-22.73;-45.58;Manettia;Manettia;pubescens;Cham. & Schltdl.;pubescens;Cham. & Schltdl.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;1
496;-22.73;-45.58;Manettia;Manettia;pubescens;Cham. & Schltdl.;pubescens;Cham. & Schltdl.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;1
497;-23.56;-45.36;Mendoncia;Mendoncia;velloziana;(Mart.) Nees;velloziana;Mart.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;bil;p;0.8
498;-23.56;-45.36;Mendoncia;Mendoncia;velloziana;(Mart.) Nees;velloziana;Mart.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.2
499;-23.56;-45.36;Nematanthus;Nematanthus;fissus;(Vell.) L.E. Skog;fissus;(Vell.) L.E. Skog;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;bil;p;0.91
500;-23.56;-45.36;Nematanthus;Nematanthus;fissus;(Vell.) L.E. Skog;fissus;(Vell.) L.E. Skog;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.09
501;-23.56;-45.36;Nematanthus;Nematanthus;fluminensis;(Vell.) Fritsch;fluminensis;(Vell.) Fritsch;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
501;-23.56;-45.36;Nematanthus;Nematanthus;fluminensis;(Vell.) Fritsch;fluminensis;(Vell.) Fritsch;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;chi;p;1
502;-23.56;-45.36;Nematanthus;Nematanthus;fritschii;Hoehne;fritschii;Hoehne;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
502;-23.56;-45.36;Nematanthus;Nematanthus;fritschii;Hoehne;fritschii;Hoehne;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;chi;p;1
503;-23.56;-45.36;Neoregelia;Neoregelia;johannis;(Carriére) L.B. Smith;johannis;(Carrièrre) L.B.Sm.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
504;-23.56;-45.36;Nidularium;Nidularium;innocentii;Lem.;innocentii;Lem.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
505;-23.56;-45.36;Nidularium;Nidularium;procerum;Lindm.;procerum;Lindm.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
506;-23.56;-45.36;Psittacanthus;Psittacanthus;dichrous;Mart.;dichroos;(Mart.) Mart.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;1
507;-23.56;-45.36;Psychotria;Psychotria;nuda;(Cham. & Schldl.) Wrawa;nuda;(Cham. & Schltdl.) Wawra;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;bil;p;0.6
508;-23.56;-45.36;Psychotria;Psychotria;nuda;(Cham. & Schldl.) Wrawa;nuda;(Cham. & Schltdl.) Wawra;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;0.1
509;-23.56;-45.36;Psychotria;Psychotria;nuda;(Cham. & Schldl.) Wrawa;nuda;(Cham. & Schltdl.) Wawra;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.3
510;-23.56;-45.36;Psychotria;Psychotria;pubigera;Schldl.;pubigera;Schldl.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;bil;p;0.67
511;-23.56;-45.36;Psychotria;Psychotria;pubigera;Schldl.;pubigera;Schldl.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.33
512;-23.56;-45.36;Quesnelia;Quesnelia;arvensis;(Vell.) Mez.;arvensis;(Vell.) Mez.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;0.71
513;-23.56;-45.36;Quesnelia;Quesnelia;arvensis;(Vell.) Mez.;arvensis;(Vell.) Mez.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.29
514;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;chi;p;0.47
514;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;fro;p;0.47
514;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;hea;p;0.47
514;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;thr;p;0.47
515;-23.56;-45.36;Quesnelia;Quesnelia;humilis;Mez.;humilis;Mez;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;1
516;-23.56;-45.36;Quesnelia;Quesnelia;marmorata;(Lem.) R.W.Read.;marmorata;(Lem.) R.W.Read;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;bil;p;0.06
517;-23.56;-45.36;Quesnelia;Quesnelia;marmorata;(Lem.) R.W.Read.;marmorata;(Lem.) R.W.Read;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;bil;p;0.35
518;-23.56;-45.36;Quesnelia;Quesnelia;marmorata;(Lem.) R.W.Read.;marmorata;(Lem.) R.W.Read;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;0.12
519;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Aphantochroa;Aphantochroa;cirrhochloris;Vieillot;cirrochloris;(Vieillot, 1818);hummingbird;chi;p;0.18
519;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Aphantochroa;Aphantochroa;cirrhochloris;Vieillot;cirrochloris;(Vieillot, 1818);hummingbird;fro;p;0.18
519;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Aphantochroa;Aphantochroa;cirrhochloris;Vieillot;cirrochloris;(Vieillot, 1818);hummingbird;hea;p;0.18
519;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Aphantochroa;Aphantochroa;cirrhochloris;Vieillot;cirrochloris;(Vieillot, 1818);hummingbird;thr;p;0.18
520;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Eupetomena;Eupetomena;macroura;Gmelin;macroura;(Gmelin, 1788);hummingbird;chi;p;0.04
520;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Eupetomena;Eupetomena;macroura;Gmelin;macroura;(Gmelin, 1788);hummingbird;fro;p;0.04
520;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Eupetomena;Eupetomena;macroura;Gmelin;macroura;(Gmelin, 1788);hummingbird;hea;p;0.04
520;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Eupetomena;Eupetomena;macroura;Gmelin;macroura;(Gmelin, 1788);hummingbird;thr;p;0.04
521;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;chi;p;0.36
521;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;fro;p;0.36
521;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;hea;p;0.36
521;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;thr;p;0.36
522;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;chi;p;0.02
522;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;fro;p;0.02
522;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;hea;p;0.02
522;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Hylocharis;Hylocharis;cyanus;Vieillot;cyanus;(Vieillot, 1818);hummingbird;thr;p;0.02
523;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;chi;p;0.02
523;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;fro;p;0.02
523;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;hea;p;0.02
523;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Lophornis;Lophornis;chalybaea;Vieillot;chalybeus;(Temminck, 1821);hummingbird;thr;p;0.02
524;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;chi;p;0.2
524;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;fro;p;0.2
524;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;hea;p;0.2
524;-23.56;-45.36;Norantea;Schwartzia;brasiliensis;Choisy;brasiliensis;(Choisy) Bedell ex Gir.-Cañas;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;thr;p;0.2
525;-23.56;-45.36;Tillandsia;Tillandsia;gardneri;Lindl.;gardneri;Lindl.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;bil;p;1
526;-23.56;-45.36;Tillandsia;Tillandsia;geminiflora;Brogn.;geminiflora;Brongn.;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;bil;p;1
527;-23.56;-45.36;Tillandsia;Tillandsia;stricta;Solander;stricta;Sol. ex Ker Gawl.;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;bil;p;1
528;-23.56;-45.36;Vriesea;Vriesea;ensiformes;(Vell.) Beer.;ensiformis;(Vell.) Beer;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;hea;p;1
529;-23.56;-45.36;Vriesea;Vriesea;flammea;L.B.Sm;flammea;L.B.Sm.;Trochilinae;Melanotrochilus;Florisuga;fuscus;Vieillot;fusca;(Vieillot, 1817);hummingbird;hea;p;0.13
530;-23.56;-45.36;Vriesea;Vriesea;flammea;L.B.Sm;flammea;L.B.Sm;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;hea;p;0.75
531;-23.56;-45.36;Vriesea;Vriesea;incurvata;Gaudich.;incurvata;Gaudich.;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;hea;p;1
532;-23.56;-45.36;Vriesea;Vriesea;philippocoburgii;Wawra.;philippocoburgii;Wawra;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;chi;p;1
532;-23.56;-45.36;Vriesea;Vriesea;philippocoburgii;Wawra.;philippocoburgii;Wawra;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;thr;p;1
533;-23.56;-45.36;Vriesea;Vriesea;procera;(Mart. ex Schult. & Shult) Wittm.;procera;(Mart. ex Schult. & Schult. f.) Wittm.;Trochilinae;Amazilia;Amazilia;fimbriata;Gmelin;fimbriata;(Gmelin, 1788);hummingbird;NA;p;1
534;-23.56;-45.36;Vriesea;Vriesea;rodigasiana;E.Morren;rodigasiana;E.Morren;Phaethornithinae;Phaethornis;Phaethornis;ruber;Linnaeus;ruber;(Linnaeus, 1758);hummingbird;hea;p;0.33
535;-23.56;-45.36;Vriesea;Vriesea;rodigasiana;E.Morren;rodigasiana;E.Morren;Trochilinae;Thalurania;Thalurania;glaucopis;Gmelin;glaucopis;(Gmelin, 1788);hummingbird;hea;p;0.33
536;-23.56;-45.36;Vriesea;Vriesea;scalaris;E.Morren;scalaris;E.Morren;Phaethornithinae;Ramphodon;Ramphodon;naevius;Dumont;naevius;(Dumont, 1818);hummingbird;hea;p;1
537;-23.17;-44.92;Mutisia;Mutisia;campanulata;Less.;campanulata;Less.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.25
537;-23.17;-44.92;Mutisia;Mutisia;campanulata;Less.;campanulata;Less.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;hea;p;0.25
538;-23.17;-44.92;Mutisia;Mutisia;campanulata;Less.;campanulata;Less.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.75
538;-23.17;-44.92;Mutisia;Mutisia;campanulata;Less.;campanulata;Less.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;0.75
539;-23.17;-44.92;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;chi;p;0.65
539;-23.17;-44.92;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;hea;p;0.65
540;-23.17;-44.92;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;chi;p;0.29
540;-23.17;-44.92;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;0.29
541;-23.17;-44.92;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;chi;p;0.06
541;-23.17;-44.92;Mutisia;Mutisia;speciosa;Aiton ex Hook;speciosa;Aiton ex Hook.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;hea;p;0.06
542;-23.17;-44.92;Nematanthus;Nematanthus;sericeus;(Hanst.) Chautems;sericeus;(Hanst.) Chautems;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;1
543;-23.17;-44.92;Nidularium;Nidularium;angustibracteatum;Leme;angustibracteatum;Leme;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;1
544;-23.17;-44.92;Nidularium;Nidularium;marigoi;Leme;marigoi;Leme;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;1
545;-23.17;-44.92;Psittacanthus;Psittacanthus;dichrous;Mart.;dichroos;(Mart.) Mart.;Trochilinae;Amazilia;Florisuga;fimbriata;Vieillot;fusca;(Vieillot, 1817);hummingbird;NA;p;1
546;-23.17;-44.92;Pyrostegia;Pyrostegia;venusta;(Ker Gawl.) Miers;venusta;(Ker Gawl.) Miers;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.6
546;-23.17;-44.92;Pyrostegia;Pyrostegia;venusta;(Ker Gawl.) Miers;venusta;(Ker Gawl.) Miers;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;hea;p;0.6
547;-23.17;-44.92;Pyrostegia;Pyrostegia;venusta;(Ker Gawl.) Miers;venusta;(Ker Gawl.) Miers;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.2
547;-23.17;-44.92;Pyrostegia;Pyrostegia;venusta;(Ker Gawl.) Miers;venusta;(Ker Gawl.) Miers;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;hea;p;0.2
548;-23.17;-44.92;Pyrostegia;Pyrostegia;venusta;(Ker Gawl.) Miers;venusta;(Ker Gawl.) Miers;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.2
548;-23.17;-44.92;Pyrostegia;Pyrostegia;venusta;(Ker Gawl.) Miers;venusta;(Ker Gawl.) Miers;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;0.2
549;-23.17;-44.92;Salvia;Salvia;balaustina;Pohl.;balaustina;Pohl.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.9
550;-23.17;-44.92;Sinningia;Sinningia;cooperi;(J. Praxton) Wiehler;cooperi;(Paxton) Wiehler;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;1
551;-23.17;-44.92;Sinningia;Sinningia;douglasii;(Lindl.) Chautems;douglasii;(Lindl.) Chautems;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.54
551;-23.17;-44.92;Sinningia;Sinningia;douglasii;(Lindl.) Chautems;douglasii;(Lindl.) Chautems;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.54
552;-23.17;-44.92;Sinningia;Sinningia;douglasii;(Lindl.) Chautems;douglasii;(Lindl.) Chautems;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.38
552;-23.17;-44.92;Sinningia;Sinningia;douglasii;(Lindl.) Chautems;douglasii;(Lindl.) Chautems;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.38
553;-23.17;-44.92;Sinningia;Sinningia;douglasii;(Lindl.) Chautems;douglasii;(Lindl.) Chautems;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.08
553;-23.17;-44.92;Sinningia;Sinningia;douglasii;(Lindl.) Chautems;douglasii;(Lindl.) Chautems;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;fro;p;0.08
554;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.27
554;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.27
555;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.6
555;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.6
556;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;0.03
556;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;fro;p;0.03
557;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.1
557;-23.17;-44.92;Siphocampylus;Siphocampylus;sulfureos;E. Wimm.;sulfureos;E. Wimm.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;fro;p;0.1
558;-23.17;-44.92;Spirotheca;Spirotheca;passifloroides;Cuatrec.;rivieri var. passifloroides;(Cuatrec.) P.E.Gibbs & W.S.Alverson;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;fro;p;0.75
558;-23.17;-44.92;Spirotheca;Spirotheca;passifloroides;Cuatrec.;rivieri var. passifloroides;(Cuatrec.) P.E.Gibbs & W.S.Alverson;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;hea;p;0.75
559;-23.17;-44.92;Spirotheca;Spirotheca;passifloroides;Cuatrec.;rivieri var. passifloroides;(Cuatrec.) P.E.Gibbs & W.S.Alverson;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;fro;p;0.25
559;-23.17;-44.92;Spirotheca;Spirotheca;passifloroides;Cuatrec.;rivieri var. passifloroides;(Cuatrec.) P.E.Gibbs & W.S.Alverson;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;hea;p;0.25
560;-23.17;-44.92;Tillandsia;Tillandsia;geminiflora;Brogn.;geminiflora;Brongn.;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;bil;p;1
561;-23.17;-44.92;Tillandsia;Tillandsia;stricta;Solander;stricta;Sol. ex Ker Gawl.;Trochilinae;Clytolaema;Heliodoxa;rubricauda;Boddaert;rubricauda;(Boddaert, 1783);hummingbird;bil;p;0.22
562;-23.17;-44.92;Tillandsia;Tillandsia;stricta;Solander;stricta;Sol. ex Ker Gawl.;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.22
563;-23.17;-44.92;Tillandsia;Tillandsia;stricta;Solander;stricta;Sol. ex Ker Gawl.;Trochilinae;Stephanoxis;Stephanoxis;lalandi;Vieillot;lalandi;(Vieillot, 1818);hummingbird;bil;p;0.33
564;-23.17;-44.92;Vriesea;Vriesea;ensiformes;(Vell.) Beer.;ensiformis;(Vell.) Beer;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;1
565;-23.17;-44.92;Vriesea;Vriesea;morreniana;E. Morren;flava;E. Morren;Phaethornithinae;Phaethornis;Phaethornis;eurynome;Lesson;eurynome;(Lesson, 1832);hummingbird;hea;p;1
566;-23.17;-44.92;Wittrockia;Wittrockia;cyanthiformis;(Vell.) Leme;cyanthiformis;(Vell.) Leme;Trochilinae;Leucochloris;Leucochloris;albicollis;Vieillot;albicollis;(Vieillot, 1818);hummingbird;bil;p;0.29
